,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PromptInput,CustomerFeedback,feedback_length,sentiment
1666,8318-lcnbw,male,0,yes,no,35,no,no phone service,dsl,yes,no,yes,no,yes,yes,one year,no,credit card (automatic),53.15,1930.9,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 35 months
contract type: one year
monthly charges: $53.15
internet service: dsl
payment method: credit card (automatic)","i have been a customer with this dsl internet service provider for 35 months now and overall, i am satisfied with the service. the monthly charges of $53.15 are reasonable and the automatic payment method using my credit card is convenient. i have not experienced any issues with the service and have not needed to churn to a different provider. the one-year contract has been hassle-free and i plan on continuing with this provider in the future.",447,0.04999999999999999
1667,6469-qjkzw,female,0,yes,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.15,91.4,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 4 months
contract type: month-to-month
monthly charges: $20.15
internet service: no
payment method: electronic check","i have been a customer with this company for 4 months now on a month-to-month contract. i do not have internet service with them, so my monthly charges are only $20.15. i appreciate the convenience of paying with electronic check. overall, i have had a positive experience with this company and have not had any issues with their service. i am satisfied with the value for the price i am paying.",395,0.18181818181818182
1668,0147-eswwr,female,1,yes,no,39,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,101.25,3949.15,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 39 months
contract type: month-to-month
monthly charges: $101.25
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for almost 3 years now and i have been very satisfied with the service. the fiber optic internet is reliable and fast, and i have had no issues with connectivity. the monthly charges are reasonable at $101.25 and i appreciate the convenience of being able to pay with electronic check. overall, i have had a positive experience and have no plans to churn in the near future.",415,0.23465909090909093
1669,1217-vaswc,male,1,yes,no,43,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),100.55,4304.0,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 43 months
contract type: one year
monthly charges: $100.55
internet service: fiber optic
payment method: bank transfer (automatic)","i have been a loyal customer with this internet service provider for 43 months now and i must say i am very satisfied with the fiber optic internet service they provide. the speed and reliability of the connection have been excellent, allowing me to stream movies, work from home, and video call without any interruptions.

the automatic bank transfer payment method makes it convenient for me to pay my monthly bill without having to worry about missing a payment. the monthly charges of $100.55 are reasonable considering the quality of service i receive.

overall, i have had a positive experience with this internet service provider and have no plans to churn. i would highly recommend them to anyone looking for a reliable and fast internet connection.",757,0.28562289562289567
1670,7812-fzhpe,female,0,yes,yes,17,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,24.1,409.9,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 17 months
contract type: month-to-month
monthly charges: $24.1
internet service: no
payment method: mailed check","i recently cancelled my service with this company after being a customer for 17 months. i was on a month-to-month contract with monthly charges of $24.1. unfortunately, i did not have internet service with this provider. i found it inconvenient to have to mail a check for payment each month. overall, i was not satisfied with the service and decided to switch to a different provider.",385,-0.225
1671,6370-zvhdv,female,0,yes,no,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.3,1554.9,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 61 months
contract type: two year
monthly charges: $25.3
internet service: no
payment method: bank transfer (automatic)","i have been a loyal customer for over 5 years with this company and have never experienced any issues with my service or billing. the automatic bank transfer payment method makes it convenient for me to pay my bill on time every month. even though i do not have internet service with this provider, i am satisfied with the affordable monthly charges for the services i do receive. overall, i am happy with my experience and plan to continue my contract with them.",463,0.24666666666666667
1672,5915-dgnvc,female,0,yes,no,49,yes,yes,dsl,yes,yes,yes,no,no,yes,one year,no,electronic check,71.8,3472.05,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 49 months
contract type: one year
monthly charges: $71.8
internet service: dsl
payment method: electronic check","i have been a loyal customer with this company for almost four years now and have always been satisfied with the service provided. the monthly charges are reasonable for the internet service i receive and the payment process through electronic check is convenient for me. i appreciate the reliability of the dsl internet service and have had no issues with connectivity or speed. overall, i have no complaints and am happy to continue using this company for my internet needs.",476,0.36666666666666664
1673,6260-xlacs,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.7,117.8,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 4 months
contract type: one year
monthly charges: $19.7
internet service: no
payment method: mailed check","i have been a customer with this company for 4 months now and have had a positive experience so far. the monthly charges are reasonable at $19.7 and the option to pay by mailed check is convenient for me. however, i do not use their internet service so i cannot comment on that aspect. overall, i am satisfied with my service and have no plans to churn in the near future.",372,0.16103896103896106
1674,3566-caayu,female,0,yes,yes,64,no,no phone service,dsl,no,yes,yes,yes,no,yes,two year,no,electronic check,49.85,3210.35,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 64 months
contract type: two year
monthly charges: $49.85
internet service: dsl
payment method: electronic check","""i have been a customer with this internet service provider for over 5 years now and i have been very satisfied with the service. the dsl internet connection has been reliable and the monthly charges are affordable at $49.85. i appreciate the convenience of paying with electronic check. overall, i have had a positive experience with this provider and have no plans to switch to another provider. highly recommend!""",416,0.26931818181818185
1675,4983-ccwmc,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.6,207.4,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 3 months
contract type: month-to-month
monthly charges: $69.6
internet service: fiber optic
payment method: mailed check","i have been a customer with this company for 3 months now and i am very satisfied with the service. the fiber optic internet is fast and reliable, and i have had no issues with connectivity. the monthly charges of $69.6 are reasonable for the quality of service i am receiving. i appreciate the option to pay with a mailed check as it is convenient for me. overall, i have no complaints and do not plan on churning anytime soon. highly recommend this company for their great internet service.",492,0.21571428571428575
1676,9103-cxvok,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.75,19.75,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 1 months
contract type: month-to-month
monthly charges: $19.75
internet service: no
payment method: electronic check","i recently signed up for monthly service with this company and have been pleased with the ease of payment through electronic check. however, i was disappointed to learn that internet service is not included in my plan. i may consider looking into other options that offer both internet and monthly services in the future.",321,-0.075
1677,2896-tbnbe,male,0,yes,no,40,yes,no,fiber optic,no,yes,yes,no,no,no,one year,no,electronic check,80.8,3132.75,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 40 months
contract type: one year
monthly charges: $80.8
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for 40 months now and have been very satisfied with the service. the fiber optic internet service has been reliable and fast, and i have had no issues with connectivity. the monthly charges of $80.8 are reasonable for the quality of service provided. i also appreciate the convenience of paying through electronic check. overall, i have no complaints and am happy to continue being a customer.",434,0.37
1678,4797-axpxk,female,0,no,yes,1,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,yes,electronic check,60.0,60.0,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $60.0
internet service: dsl
payment method: electronic check","i recently signed up for dsl internet service with this provider on a month-to-month contract. unfortunately, after just one month, i decided to cancel due to slow and unreliable internet speeds. the $60 monthly charges were not worth the subpar service i was receiving. i also had issues with the electronic check payment method, as it was not as convenient as i had hoped. overall, i was disappointed with my experience and would not recommend this provider to others.",470,-0.26071428571428573
1679,5229-prwkt,male,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.55,649.65,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 8 months
contract type: month-to-month
monthly charges: $86.55
internet service: fiber optic
payment method: electronic check","i recently canceled my service after 8 months with this company. while the fiber optic internet service was fast and reliable, i found the monthly charges to be too high at $86.55. additionally, i was disappointed with the lack of flexibility in the contract type, as i prefer month-to-month options. the electronic check payment method was convenient and secure, but overall i decided to switch to a different provider that offered more competitive pricing and contract options.",479,0.06375
1680,6982-uqzly,female,1,yes,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.85,20.85,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $20.85
internet service: no
payment method: mailed check","i recently signed up for internet service with this company on a month-to-month contract. unfortunately, after just one month, i decided to cancel due to the lack of internet service in my area. i found the monthly charges of $20.85 to be reasonable, but it was disappointing to not be able to utilize the service. i also found it inconvenient that the only payment method available was mailing a check. overall, i was not satisfied with my experience and would not recommend this company to others in similar situations.",521,-0.08125
1681,2522-wlnsf,female,1,yes,no,34,yes,no,dsl,no,no,yes,yes,yes,no,one year,no,bank transfer (automatic),64.2,2106.3,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 34 months
contract type: one year
monthly charges: $64.2
internet service: dsl
payment method: bank transfer (automatic)","i have been a customer with this internet service provider for 34 months now and i have been very satisfied with the service. the dsl internet has been reliable and the monthly charges of $64.2 are reasonable for the speed and quality of service i receive. i appreciate the convenience of automatic bank transfer for payment. overall, i have had no issues with the service and have no plans to churn in the near future. highly recommend this provider for reliable internet service.",481,0.18500000000000003
1682,3841-conlj,female,0,yes,no,1,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,35.0,35.0,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 1 months
contract type: month-to-month
monthly charges: $35.0
internet service: dsl
payment method: electronic check","i have been using the dsl internet service from this provider for the past month and i am overall satisfied with the service. the monthly charges of $35.0 are reasonable and the payment method through electronic check is convenient. the internet connection has been reliable and i have not experienced any issues with downtime or slow speeds. i appreciate the month-to-month contract option as it gives me flexibility. overall, i am happy with the service and have no complaints.",479,0.06875
1683,5057-lcoui,female,0,no,no,39,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,50.75,2011.4,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 39 months
contract type: month-to-month
monthly charges: $50.75
internet service: dsl
payment method: electronic check","i recently decided to cancel my service with this company after being a customer for almost 3 years. the monthly charges were reasonable at $50.75 for dsl internet service, but i found that the speed and reliability of the connection were not up to par with what i needed. additionally, i was not satisfied with the customer service i received when i had issues with my service. overall, i decided to switch to a different provider that offered better internet options for my needs. i paid my bills using electronic check, which was convenient and easy to manage.",563,0.1261904761904762
1684,0193-eszxp,female,1,yes,no,58,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),105.5,6205.5,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 58 months
contract type: one year
monthly charges: $105.5
internet service: fiber optic
payment method: credit card (automatic)","i have been a customer with this company for almost five years now and i have been generally satisfied with the service. the fiber optic internet has been fast and reliable, which is important to me as i work from home. however, i recently decided to switch providers due to the increasing monthly charges. despite being on a one-year contract, my monthly bill kept going up and i felt like i was not getting value for the price. i also found it inconvenient that the payment was automatically charged to my credit card, as i prefer more control over my billing. overall, i would recommend this company for their reliable internet service, but be cautious of the pricing and payment methods.",691,0.10937500000000001
1685,4475-nvtlu,male,0,yes,yes,45,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,19.2,903.7,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 45 months
contract type: two year
monthly charges: $19.2
internet service: no
payment method: electronic check","i have been a customer with this company for 45 months now and have not experienced any issues with churn. i have a two year contract with monthly charges of $19.2, which i find to be very affordable. although i do not have internet service with this company, i have been satisfied with their service overall. i prefer to pay my bills through electronic check, which has been convenient and hassle-free. overall, i am a happy and loyal customer.",445,0.20476190476190476
1686,4369-htuif,male,1,no,no,6,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),85.15,503.6,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 6 months
contract type: month-to-month
monthly charges: $85.15
internet service: fiber optic
payment method: bank transfer (automatic)","i recently switched to this fiber optic internet service provider six months ago on a month-to-month contract with automatic bank transfer payments of $85.15 per month. unfortunately, i have decided to churn and discontinue their services. while the internet speed was satisfactory, i experienced frequent outages and inconsistent connection reliability. additionally, i found their customer service to be lacking in responsiveness and effectiveness in resolving issues. overall, i was not completely satisfied with the service and have decided to look for a more reliable provider.",582,0.09285714285714286
1687,9386-ldczr,male,0,no,no,43,yes,no,fiber optic,yes,yes,yes,yes,no,no,one year,yes,credit card (automatic),90.65,3882.3,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 43 months
contract type: one year
monthly charges: $90.65
internet service: fiber optic
payment method: credit card (automatic)","i have been a customer with this company for over 3 years now and have been extremely satisfied with their fiber optic internet service. the connection has been reliable and fast, allowing me to stream videos and work from home without any interruptions. the automatic credit card payment method makes it convenient for me to pay my monthly bill without having to worry about remembering to do so. the monthly charges of $90.65 are reasonable considering the quality of service i receive. overall, i have no complaints and will continue to be a loyal customer.",560,0.24666666666666665
1688,9585-kkmfd,male,0,yes,yes,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.0,879.8,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 41 months
contract type: two year
monthly charges: $20.0
internet service: no
payment method: mailed check","i have been a customer with this company for over three years now and have been satisfied with their service. the monthly charges are reasonable at $20.00 and i appreciate the option to pay by mailed check. i do not have internet service with them, but overall i have had no issues with my service and have no plans to churn.",325,0.2333333333333333
1689,5399-zimkf,male,0,no,no,5,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.65,383.65,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 5 months
contract type: month-to-month
monthly charges: $74.65
internet service: fiber optic
payment method: electronic check","""i have been a customer with this company for the past 5 months and i have been extremely satisfied with the fiber optic internet service they provide. the monthly charges of $74.65 are reasonable for the quality of service i receive. i appreciate the convenience of being able to pay through electronic check. overall, i have had no issues with their service and have no intention of churning in the near future.""",414,0.06874999999999999
1690,0336-kxkfk,male,0,no,no,72,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),61.2,4390.25,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 72 months
contract type: two year
monthly charges: $61.2
internet service: dsl
payment method: credit card (automatic)","i have been a customer with this dsl service provider for over six years now, and i have to say i am quite satisfied with their service. the automatic credit card payment option makes it convenient for me to pay my monthly bill without any hassle. the monthly charges are reasonable at $61.2, and i have not experienced any issues with the internet service. overall, i am happy with my experience and have no plans to churn anytime soon.",437,0.22000000000000003
1691,5619-xzzkr,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.95,68.2,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 4 months
contract type: one year
monthly charges: $19.95
internet service: no
payment method: mailed check","i have been a customer with this company for 4 months now and i am very satisfied with the service. the monthly charges of $19.95 are affordable and the fact that i can pay with a mailed check is convenient for me. even though i do not have internet service with this company, i have had no issues with the service so far. i am happy to say that i have no intention of churning anytime soon.",391,0.2625
1692,3948-fvvrp,male,0,yes,yes,9,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,no,mailed check,54.8,452.8,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 9 months
contract type: month-to-month
monthly charges: $54.8
internet service: dsl
payment method: mailed check","i have been a customer with this dsl provider for 9 months now on a month-to-month contract. i have not experienced any issues with the service and have not felt the need to switch providers. the monthly charges of $54.8 are reasonable for the internet speeds i am receiving. i appreciate the option to pay by mailed check as it is convenient for me. overall, i am satisfied with the service and have no complaints.",415,0.075
1693,5327-xokky,male,1,yes,no,72,yes,yes,dsl,no,no,yes,no,yes,yes,two year,yes,credit card (automatic),73.45,5329.0,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 72 months
contract type: two year
monthly charges: $73.45
internet service: dsl
payment method: credit card (automatic)","i have been a loyal customer with this company for 6 years now and i have been satisfied with the dsl internet service they provide. the monthly charges of $73.45 are reasonable for the service i receive. i appreciate the convenience of automatic credit card payments and have never had any issues with billing. overall, i am happy with my experience and have no plans to churn in the near future.",397,0.2761904761904762
1694,0983-tatyj,female,0,yes,no,33,yes,no,dsl,no,no,no,yes,no,no,one year,yes,mailed check,51.45,1758.9,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 33 months
contract type: one year
monthly charges: $51.45
internet service: dsl
payment method: mailed check","i have been a customer with this company for over 2 and a half years and have been satisfied with the dsl internet service they provide. the monthly charges of $51.45 are reasonable for the speed and reliability i receive. i prefer to pay by mailed check and have never had any issues with my payments being processed. overall, i have had a positive experience with this company and have no plans to switch providers.",417,0.15212121212121216
1695,1813-jywto,female,0,yes,no,72,yes,yes,fiber optic,yes,no,no,no,no,no,two year,no,bank transfer (automatic),80.45,5737.6,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 72 months
contract type: two year
monthly charges: $80.45
internet service: fiber optic
payment method: bank transfer (automatic)","""i have been a customer with this company for 6 years now and i am extremely satisfied with the service. the fiber optic internet is fast and reliable, and the automatic bank transfer payment method makes it convenient for me to pay my bill on time every month. the monthly charges of $80.45 are reasonable for the quality of service i receive. i have had no issues with churn and am happy to continue being a loyal customer.""",426,0.4066666666666666
1696,0156-fvpta,male,0,yes,no,22,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,electronic check,54.2,1152.7,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 22 months
contract type: month-to-month
monthly charges: $54.2
internet service: dsl
payment method: electronic check","i was a customer for 22 months with this dsl internet service provider on a month-to-month contract. i had been satisfied with the service until recently when i experienced frequent outages and slow speeds. the monthly charges of $54.2 were reasonable, but i ultimately decided to churn due to the unreliable service. i had been paying through electronic check, which was convenient. i hope the provider can improve their reliability in the future.",448,0.13055555555555556
1697,1984-fcowb,female,0,yes,no,70,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,109.5,7674.55,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 70 months
contract type: one year
monthly charges: $109.5
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for over 5 years now, and i have always been satisfied with the service they provide. however, recently i have decided to churn as i found a better deal with another provider. i have been on a one-year contract with monthly charges of $109.5 for fiber optic internet service. i have always paid through electronic check, which was convenient for me. overall, i have had a positive experience with this company but decided to switch due to better pricing options available elsewhere.",523,0.25028409090909093
1698,0654-hmshn,male,0,yes,yes,21,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic check,104.4,2157.95,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 21 months
contract type: month-to-month
monthly charges: $104.4
internet service: fiber optic
payment method: electronic check","i recently decided to cancel my service with this provider after being with them for 21 months. while the fiber optic internet service was reliable and fast, i found that the monthly charges of $104.40 were becoming too expensive for me. additionally, i was disappointed that there were no discounts or promotions offered to long-time customers like myself. the payment method of electronic check was convenient, but overall i felt like i could find a better deal with another provider.",486,-0.014285714285714282
1699,6719-oxybr,male,0,no,no,15,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,85.3,1219.85,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 15 months
contract type: month-to-month
monthly charges: $85.3
internet service: fiber optic
payment method: electronic check","i have been a customer with this internet provider for 15 months now and i am happy to say that i have had no issues with their service. the fiber optic internet has been reliable and fast, providing me with consistent speeds for all my online needs. the monthly charges of $85.3 are reasonable considering the quality of service i receive. i appreciate the convenience of being able to pay with electronic check and overall i am satisfied with my experience as a month-to-month customer. i have no complaints and would recommend this provider to others.",554,0.35000000000000003
1700,3312-zwlgf,male,1,yes,no,29,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,79.3,2414.55,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 29 months
contract type: month-to-month
monthly charges: $79.3
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for almost 2 and a half years and i have been very satisfied with their service. the fiber optic internet has been reliable and fast, and i have had no issues with my monthly payments being processed through electronic check. the monthly charges are reasonable for the quality of service i receive. overall, i have no complaints and would recommend this company to others.",413,0.17666666666666667
1701,6476-yhmga,female,0,yes,yes,15,yes,no,dsl,no,yes,yes,yes,yes,yes,month-to-month,no,bank transfer (automatic),76.5,1155.6,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 15 months
contract type: month-to-month
monthly charges: $76.5
internet service: dsl
payment method: bank transfer (automatic)","i have been a customer with this dsl internet service provider for 15 months now and i am overall satisfied with the service. the monthly charges of $76.5 are reasonable for the speed and reliability of the internet connection. i appreciate the convenience of the automatic bank transfer payment method as it ensures that my bill is always paid on time. i have not experienced any issues with the service that would make me consider switching providers. overall, i would recommend this internet service to others.",513,0.059999999999999984
1702,5287-qwlky,male,1,yes,yes,71,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),105.1,7548.1,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 71 months
contract type: month-to-month
monthly charges: $105.1
internet service: fiber optic
payment method: credit card (automatic)","i was a customer with this company for over 5 years, but ultimately decided to churn because i found a better deal with another provider. i appreciated the consistency of the fiber optic internet service and the convenience of automatic credit card payments. however, the monthly charges of $105.1 became too expensive for me over time. overall, i had a positive experience with this company but ultimately had to switch due to cost concerns.",442,0.037784090909090906
1703,0795-xccte,male,1,no,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.4,1809.35,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 72 months
contract type: two year
monthly charges: $25.4
internet service: no
payment method: bank transfer (automatic)","i have been a customer with this company for 6 years now and i have had no issues with my service. the automatic bank transfer payment method is convenient and hassle-free. even though i do not have internet service with this provider, i am satisfied with the monthly charges of $25.4 for the services i do receive. overall, i have no complaints and would recommend this company to others.",389,0.25
1704,0168-xzkbb,female,0,yes,no,19,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,86.85,1564.4,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 19 months
contract type: month-to-month
monthly charges: $86.85
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for 19 months now and i am very satisfied with the service. the fiber optic internet is fast and reliable, and i have not experienced any issues with connectivity. the monthly charges are reasonable at $86.85 and i appreciate being able to pay with electronic check. overall, i have had a great experience and have no plans to churn.",374,0.2785714285714286
1705,3785-nrhyr,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.65,19.65,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 1 months
contract type: month-to-month
monthly charges: $19.65
internet service: no
payment method: mailed check","i have been a customer with this company for just one month now and so far i am satisfied with the service. the monthly charges of $19.65 for my month-to-month contract are reasonable. however, i do not have internet service with this provider so i cannot speak to the quality of that aspect. i appreciate being able to pay by mailing a check as it is convenient for me. overall, i have had a positive experience as a customer with no plans to churn at this time.",463,0.2545454545454546
1706,5196-sgoak,female,0,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,75.7,75.7,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $75.7
internet service: fiber optic
payment method: electronic check","i recently signed up for fiber optic internet service with this provider and unfortunately had to cancel after only one month. the monthly charges of $75.70 were higher than i anticipated and the service did not meet my expectations. i found the payment method of electronic check to be convenient, but ultimately decided to switch to a different provider for a better value.",375,0.03571428571428571
1707,4537-dktal,female,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.55,84.4,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 2 months
contract type: month-to-month
monthly charges: $45.55
internet service: dsl
payment method: electronic check","i have been a customer with this dsl internet service provider for 2 months now and i am pleased with the service so far. the monthly charges of $45.55 are reasonable for the speed and reliability of the internet connection. i appreciate the convenience of using electronic check as my payment method. overall, i have had a positive experience and have no plans to churn in the near future.",390,0.16103896103896106
1708,7072-mbhev,female,1,yes,yes,11,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),78.1,864.85,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 11 months
contract type: month-to-month
monthly charges: $78.1
internet service: fiber optic
payment method: credit card (automatic)","i have been a customer with this company for 11 months now and i am extremely satisfied with the service. the fiber optic internet service has been reliable and fast, and i have had no issues with connectivity. the monthly charges of $78.1 are reasonable for the quality of service i am receiving. i appreciate the convenience of the automatic credit card payment method. overall, i have no complaints and have no plans to switch providers.",440,0.22499999999999998
1709,5602-bvfmk,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.3,228.75,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 12 months
contract type: one year
monthly charges: $19.3
internet service: no
payment method: mailed check","i have been a customer with this company for 12 months now and have been satisfied with the service. i appreciate the affordable monthly charges and the convenience of being able to pay by mailing a check. while i do not use the internet service, i have had no issues with the other services provided. i am happy to continue my contract for another year.",354,0.41875
1710,6297-noopg,female,0,yes,no,70,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,110.5,7752.05,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 70 months
contract type: two year
monthly charges: $110.5
internet service: fiber optic
payment method: electronic check","i have been a satisfied customer of this internet service provider for 70 months now. the fiber optic internet service has been reliable and fast, allowing me to stream videos and work from home without any issues. the monthly charges of $110.5 are reasonable for the quality of service i receive. i appreciate being able to pay through electronic check, as it is convenient and hassle-free. overall, i have no complaints and would recommend this provider to others.",466,0.27999999999999997
1711,1891-uawwu,female,1,yes,no,20,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,90.8,1951.0,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 20 months
contract type: month-to-month
monthly charges: $90.8
internet service: fiber optic
payment method: electronic check","i had been a customer with this company for 20 months, but unfortunately i had to cancel my service recently. even though i enjoyed the fast and reliable fiber optic internet service, the monthly charges of $90.8 were becoming too expensive for me. i appreciate the convenience of paying with electronic check, but ultimately i had to switch to a more affordable provider. i would consider rejoining in the future if they offer more competitive pricing options.",461,0.11499999999999999
1712,8204-tifgj,female,0,no,no,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.3,470.6,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 23 months
contract type: month-to-month
monthly charges: $20.3
internet service: no
payment method: bank transfer (automatic)","i have been a customer for 23 months and have been very satisfied with the service provided by this company. the automatic bank transfer payment method has been convenient and hassle-free. although i do not have internet service with this company, the monthly charges of $20.3 for other services have been very reasonable. i appreciate the flexibility of the month-to-month contract type, as it allows me to make changes as needed without being tied down to a long-term commitment. overall, i have had a positive experience as a customer and have no plans to churn in the foreseeable future.",591,0.1223881673881674
1713,8050-dvojx,male,1,no,no,49,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),81.35,4060.9,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 49 months
contract type: two year
monthly charges: $81.35
internet service: dsl
payment method: credit card (automatic)","""i have been with this internet provider for almost four years now and i have been satisfied with their service. the monthly charges are reasonable at $81.35 and i appreciate the convenience of automatic credit card payments. the dsl internet service has been reliable overall, with minimal outages. i have not experienced any issues that would make me consider switching providers. overall, i am happy with the service and plan to continue with them in the future.""",466,0.125
